Source,Target,Weight
14,23,0.25
14,24,0.333
14,25,1.0
14,26,0.5
14,27,0.333
14,28,0.25
14,29,1.5
14,30,1.0
14,31,0.5
14,32,0.333
14,33,0.333
14,34,0.25
14,35,0.2
14,36,0.2
14,37,0.5
14,38,0.333
14,39,0.143
15,1,0.333
15,3,0.333
15,4,1.5
15,5,0.333
15,6,2.333
15,7,2.2
15,8,0.2
15,9,1.25
15,11,0.2
15,12,15.5
15,14,1.0
15,16,2.5
15,17,2.5
15,18,0.25
15,19,1.0
15,20,1.0
15,21,0.25
15,22,0.2
15,23,0.333
15,24,0.25
15,25,1.5
15,26,0.333
15,27,4.5
15,28,0.333
15,29,0.333
15,30,0.5
15,31,0.333
15,32,0.25
15,33,0.25
15,34,3.333
15,35,0.25
15,36,0.25
15,37,1.0
15,38,0.5
15,39,0.167
16,1,0.2
16,3,0.333
16,4,0.25
16,5,0.2
16,6,0.333
16,7,0.2
16,8,0.143
16,9,11.25
16,11,0.2
16,12,0.25
16,14,1.0
16,15,2.5
16,17,0.5
16,18,0.167
16,19,3.0
16,20,0.333
16,21,1.167
16,22,0.143
16,23,0.2
16,24,1.5
16,25,0.5
16,26,2.0
16,27,0.5
16,28,0.333
16,29,1.333
16,30,0.5
16,31,1.0
16,32,0.25
16,33,0.25
16,34,0.2
16,35,0.167
16,36,0.25
16,37,0.333
16,38,0.25
16,39,0.125
17,1,0.2
17,3,1.0
17,4,0.25
17,5,0.2
17,6,0.2
17,7,2.333
17,8,0.143
17,9,3.5
17,11,0.143
17,12,1.25
17,14,3.333
17,15,2.5
17,16,0.5
17,18,0.167
17,19,4.0
17,20,1.333
17,21,0.167
17,22,0.143
17,23,0.2
17,24,0.5
17,25,0.25
17,26,2.333
17,27,0.5
17,28,0.333
17,29,0.2
17,30,0.25
17,31,1.0
17,32,0.167
17,33,0.167
17,34,0.2
17,35,0.167
17,36,0.25
17,37,0.333
17,38,0.25
17,39,0.125
18,1,0.333
18,3,0.2
18,4,0.5
18,5,1.0
18,6,1.2
18,7,0.2
18,8,1.0
18,9,5.25
18,11,0.2
18,12,2.5
18,14,0.2
18,15,0.25
18,16,0.167
18,17,0.167
18,19,0.2
18,20,3.333
18,21,0.5
18,22,1.0
18,23,5.333
18,24,0.125
18,25,0.167
18,26,0.143
18,27,0.25
18,28,0.333
18,29,0.333
18,30,0.25
18,31,0.143
18,32,0.25
18,33,0.25
18,34,1.0
18,35,0.5
18,36,0.25
18,37,0.333
18,38,0.5
18,39,0.5
19,1,0.25
19,3,0.5
19,4,0.333
19,5,0.25
19,6,0.25
19,7,0.25
19,8,1.167
19,9,0.333
19,11,0.167
19,12,0.333
19,14,3.5
19,15,1.0
19,16,3.0
19,17,4.0
19,18,0.2
19,20,0.5
19,21,0.2
19,22,1.167
19,23,0.25
19,24,1.333
19,25,0.333
19,26,0.5
19,27,1.0
19,28,0.5
19,29,0.25
19,30,0.333
19,31,0.5
19,32,0.2
19,33,0.2
19,34,0.25
19,35,0.2
19,36,0.333
19,37,0.5
19,38,0.333
19,39,0.143
20,1,0.5
20,3,0.5
20,4,1.0
20,5,0.5
20,6,0.25
20,7,0.25
20,8,0.25
20,9,0.333
20,11,0.167
20,12,2.333
20,14,0.5
20,15,1.0
20,16,0.333
20,17,1.333
20,18,3.333
20,19,0.5
20,21,0.333
20,22,0.25
20,23,1.25
20,24,0.2
20,25,0.333
20,26,0.25
20,27,1.0
20,28,0.5
20,29,0.25
20,30,0.333
20,31,0.25
20,32,0.2
20,33,0.2
20,34,0.5
20,35,0.333
20,36,0.333
20,37,0.5
20,38,1.0
20,39,0.2
21,1,0.2
21,3,0.2
21,4,0.5
21,5,0.333
21,6,1.2
21,7,0.143
21,8,2.333
21,9,1.167
21,11,1.333
21,12,2.5
21,14,0.2
21,15,0.25
21,16,1.167
21,17,0.167
21,18,0.5
21,19,0.2
21,20,0.333
21,22,3.0
21,23,1.0
21,24,0.125
21,25,0.167
21,26,0.143
21,27,0.25
21,28,0.2
21,29,0.333
21,30,0.25
21,31,0.143
21,32,2.5
21,33,0.25
21,34,1.0
21,35,0.25
21,36,0.167
21,37,0.333
21,38,0.25
21,39,0.5
22,1,0.25
22,3,0.167
22,4,0.333
22,5,0.5
22,6,0.167
22,7,0.167
22,8,0.5
22,9,0.2
22,11,0.25
22,12,0.333
22,14,0.167
22,15,0.2
22,16,0.143
22,17,0.143
22,18,1.0
22,19,1.167
22,20,0.25
22,21,3.0
22,23,0.5
22,24,0.111
22,25,0.143
22,26,0.125
22,27,0.2
22,28,0.25
22,29,0.25
22,30,0.2
22,31,0.125
22,32,0.333
22,33,1.2
22,34,0.5
22,35,0.333
22,36,0.2
22,37,0.25
22,38,0.333
22,39,1.0
23,1,0.167
23,3,0.167
23,4,0.333
23,5,0.25
23,6,0.25
23,7,0.125
23,8,1.25
23,9,0.143
23,11,2.5
23,12,2.0
23,14,0.25
23,15,0.333
23,16,0.2
23,17,0.2
23,18,5.333
23,19,0.25
23,20,1.25
23,21,1.0
23,22,0.5
23,24,0.143
23,25,0.2
23,26,0.167
23,27,0.2
23,28,0.167
23,29,0.5
23,30,0.333
23,31,0.167
23,32,1.0
23,33,0.333
23,34,0.5
23,35,0.2
23,36,0.143
23,37,0.5
23,38,0.2
23,39,0.333
24,1,0.143
24,3,0.333
24,4,0.167
24,5,0.143
24,6,0.333
24,7,0.2
24,8,0.111
24,9,0.25
24,11,0.2
24,12,0.167
24,14,0.333
24,15,0.25
24,16,1.5
24,17,0.5
24,18,0.125
24,19,1.333
24,20,0.2
24,21,0.125
24,22,0.111
24,23,0.143
24,25,0.5
24,26,1.0
24,27,0.25
24,28,0.2
24,29,0.2
24,30,0.25
24,31,1.0
24,32,0.167
24,33,0.25
24,34,0.143
24,35,0.125
24,36,0.167
24,37,0.2
24,38,0.167
24,39,0.1
25,1,0.2
25,3,0.2
25,4,0.25
25,5,0.2
25,6,1.0
25,7,0.143
25,8,0.143
25,9,0.167
25,11,0.333
25,12,0.25
25,14,1.0
25,15,1.5
25,16,0.5
25,17,0.25
25,18,0.167
25,19,0.333
25,20,0.333
25,21,0.167
25,22,0.143
25,23,0.2
25,24,0.5
25,26,1.0
25,27,0.25
25,28,0.2
25,29,0.333
25,30,0.5
25,31,0.333
25,32,0.25
25,33,0.5
25,34,0.2
25,35,0.167
25,36,0.167
25,37,0.333
25,38,0.25
25,39,0.125
26,1,0.167
26,3,0.25
26,4,0.2
26,5,0.167
26,6,0.5
26,7,0.167
26,8,0.125
26,9,0.2
26,11,0.25
26,12,0.2
26,14,0.5
26,15,0.333
26,16,2.0
26,17,2.333
26,18,0.143
26,19,0.5
26,20,0.25
26,21,0.143
26,22,0.125
26,23,0.167
26,24,1.0
26,25,1.0
26,27,0.333
26,28,0.25
26,29,0.25
26,30,0.333
26,31,0.5
26,32,0.2
26,33,0.333
26,34,0.167
26,35,0.143
26,36,0.2
26,37,0.25
26,38,0.2
26,39,0.111
27,1,0.333
27,3,1.0
27,4,0.5
27,5,0.333
27,6,0.2
27,7,0.333
27,8,0.2
27,9,0.5
27,11,0.143
27,12,0.25
27,14,0.333
27,15,4.5
27,16,0.5
27,17,0.5
27,18,0.25
27,19,1.0
27,20,1.0
27,21,0.25
27,22,0.2
27,23,0.2
27,24,0.25
27,25,0.25
27,26,0.333
27,28,1.0
27,29,0.2
27,30,0.25
27,31,0.333
27,32,0.167
27,33,0.167
27,34,0.333
27,35,0.25
27,36,0.5
27,37,0.333
27,38,0.5
27,39,0.167
28,1,0.5
28,3,0.5
28,4,0.333
28,5,0.5
28,6,0.167
28,7,0.5
28,8,0.25
28,9,3.0
28,11,0.125
28,12,1.2
28,14,0.25
28,15,0.333
28,16,0.333
28,17,0.333
28,18,0.333
28,19,0.5
28,20,0.5
28,21,0.2
28,22,0.25
28,23,0.167
28,24,0.2
28,25,0.2
28,26,0.25
28,27,1.0
28,29,0.167
28,30,0.2
28,31,0.25
28,32,0.143
28,33,0.143
28,34,0.25
28,35,0.333
28,36,1.0
28,37,0.25
28,38,1.0
28,39,0.2
29,1,0.167
29,3,0.167
29,4,0.333
29,5,0.25
29,6,0.5
29,7,0.125
29,8,0.25
29,9,0.143
29,11,2.5
29,12,1.0
29,14,1.5
29,15,0.333
29,16,1.333
29,17,0.2
29,18,0.333
29,19,0.25
29,20,0.25
29,21,0.333
29,22,0.25
29,23,0.5
29,24,0.2
29,25,0.333
29,26,0.25
29,27,0.2
29,28,0.167
29,30,1.0
29,31,0.25
29,32,1.0
29,33,1.0
29,34,0.5
29,35,0.2
29,36,0.143
29,37,0.5
29,38,0.2
29,39,0.2
30,1,0.2
30,3,0.2
30,4,0.5
30,5,0.333
30,6,1.0
30,7,0.143
30,8,0.2
30,9,0.167
30,11,0.333
30,12,0.5
30,14,1.0
30,15,0.5
30,16,0.5
30,17,0.25
30,18,0.25
30,19,0.333
30,20,0.333
30,21,0.25
30,22,0.2
30,23,0.333
30,24,0.25
30,25,0.5
30,26,0.333
30,27,0.25
30,28,0.2
30,29,1.0
30,31,0.333
30,32,0.5
30,33,0.5
30,34,0.333
30,35,0.25
30,36,0.167
30,37,1.0
30,38,0.25
30,39,0.167
31,1,0.167
31,3,0.5
31,4,0.2
31,5,0.167
31,6,0.25
31,7,0.25
31,8,0.125
31,9,0.333
31,11,0.167
31,12,0.2
31,14,0.5
31,15,0.333
31,16,1.0
31,17,1.0
31,18,0.143
31,19,0.5
31,20,0.25
31,21,0.143
31,22,0.125
31,23,0.167
31,24,1.0
31,25,0.333
31,26,0.5
31,27,0.333
31,28,0.25
31,29,0.25
31,30,0.333
31,32,0.2
31,33,0.2
31,34,0.167
31,35,0.143
31,36,0.2
31,37,0.25
31,38,0.2
31,39,0.111
32,1,0.143
32,3,0.143
32,4,0.25
32,5,0.2
32,6,0.333
32,7,0.111
32,8,0.2
32,9,0.125
32,11,1.0
32,12,0.5
32,14,0.333
32,15,0.25
32,16,0.25
32,17,0.167
32,18,0.25
32,19,0.2
32,20,0.2
32,21,2.5
32,22,0.333
32,23,1.0
32,24,0.167
32,25,0.25
32,26,0.2
32,27,0.167
32,28,0.143
32,29,1.0
32,30,0.5
32,31,0.2
32,33,0.5
32,34,0.333
32,35,0.167
32,36,0.125
32,37,0.333
32,38,0.167
32,39,0.25
33,1,0.143
33,3,0.143
33,4,0.25
33,5,0.2
33,6,1.0
33,7,0.111
33,8,0.2
33,9,0.125
33,11,1.0
33,12,0.5
33,14,0.333
33,15,0.25
33,16,0.25
33,17,0.167
33,18,0.25
33,19,0.2
33,20,0.2
33,21,0.25
33,22,1.2
33,23,0.333
33,24,0.25
33,25,0.5
33,26,0.333
33,27,0.167
33,28,0.143
33,29,1.0
33,30,0.5
33,31,0.2
33,32,0.5
33,34,0.333
33,35,0.167
33,36,0.125
33,37,0.333
33,38,0.167
33,39,0.167
34,1,0.25
34,3,0.25
34,4,1.0
34,5,0.5
34,6,0.25
34,7,0.167
34,8,0.5
34,9,0.2
34,11,0.25
34,12,5.0
34,14,0.25
34,15,3.333
34,16,0.2
34,17,0.2
34,18,1.0
34,19,0.25
34,20,0.5
34,21,1.0
34,22,0.5
34,23,0.5
34,24,0.143
34,25,0.2
34,26,0.167
34,27,0.333
34,28,0.25
34,29,0.5
34,30,0.333
34,31,0.167
34,32,0.333
34,33,0.333
34,35,0.333
34,36,0.2
34,37,0.5
34,38,0.333
34,39,0.333
35,1,1.0
35,3,0.2
35,4,0.5
35,5,1.0
35,6,0.2
35,7,0.333
35,8,1.0
35,9,0.25
35,11,0.143
35,12,0.25
35,14,0.2
35,15,0.25
35,16,0.167
35,17,0.167
35,18,0.5
35,19,0.2
35,20,0.333
35,21,0.25
35,22,0.333
35,23,0.2
35,24,0.125
35,25,0.167
35,26,0.143
35,27,0.25
35,28,0.333
35,29,0.2
35,30,0.25
35,31,0.143
35,32,0.167
35,33,0.167
35,34,0.333
35,36,0.5
35,37,0.333
35,38,0.5
35,39,0.5
36,1,1.0
36,3,0.333
36,4,0.25
36,5,0.333
36,6,0.143
36,7,1.0
36,8,0.333
36,9,0.5
36,11,0.111
36,12,0.167
36,14,0.2
36,15,0.25
36,16,0.25
36,17,0.25
36,18,0.25
36,19,0.333
36,20,0.333
36,21,0.167
36,22,0.2
36,23,0.143
36,24,0.167
36,25,0.167
36,26,0.2
36,27,0.5
36,28,1.0
36,29,0.143
36,30,0.167
36,31,0.2
36,32,0.125
36,33,0.125
36,34,0.2
36,35,0.5
36,37,0.2
36,38,0.5
36,39,0.25
37,1,0.25
37,3,0.25
37,4,1.0
37,5,0.5
37,6,0.5
37,7,0.167
37,8,0.25
37,9,0.2
37,11,0.25
37,12,1.0
37,14,0.5
37,15,1.0
37,16,0.333
37,17,0.333
37,18,0.333
37,19,0.5
37,20,0.5
37,21,0.333
37,22,0.25
37,23,0.5
37,24,0.2
37,25,0.333
37,26,0.25
37,27,0.333
37,28,0.25
37,29,0.5
37,30,1.0
37,31,0.25
37,32,0.333
37,33,0.333
37,34,0.5
37,35,0.333
37,36,0.2
37,38,0.333
37,39,0.2
38,1,1.0
38,3,0.333
38,4,0.5
38,5,1.0
38,6,0.2
38,7,0.333
38,8,0.333
38,9,0.5
38,11,0.143
38,12,0.25
38,14,0.333
38,15,0.5
38,16,0.25
38,17,0.25
38,18,0.5
38,19,0.333
38,20,1.0
38,21,0.25
38,22,0.333
38,23,0.2
38,24,0.167
38,25,0.25
38,26,0.2
38,27,0.5
38,28,1.0
38,29,0.2
38,30,0.25
38,31,0.2
38,32,0.167
38,33,0.167
38,34,0.333
38,35,0.5
38,36,0.5
38,37,0.333
38,39,0.25
39,1,0.333
39,3,0.143
39,4,0.25
39,5,0.333
39,6,0.143
39,7,0.2
39,8,1.0
39,9,0.167
39,11,0.2
39,12,0.25
39,14,0.143
39,15,0.167
39,16,0.125
39,17,0.125
39,18,0.5
39,19,0.143
39,20,0.2
39,21,0.5
39,22,1.0
39,23,0.333
39,24,0.1
39,25,0.125
39,26,0.111
39,27,0.167
39,28,0.2
39,29,0.2
39,30,0.167
39,31,0.111
39,32,0.25
39,33,0.167
39,34,0.333
39,35,0.5
39,36,0.25
39,37,0.2
39,38,0.25
