Source,Target,Weight
83,79,0.5
83,80,0.25
83,81,1.0
83,84,1.0
83,85,0.333
84,1,0.2
84,6,1.0
84,16,0.5
84,22,0.2
84,27,0.25
84,32,0.5
84,34,0.333
84,39,0.167
84,42,0.167
84,45,0.25
84,46,0.5
84,47,0.25
84,48,3.0
84,50,0.25
84,51,1.333
84,52,0.333
84,54,0.5
84,56,1.2
84,58,0.167
84,59,0.333
84,60,0.143
84,64,0.5
84,65,0.2
84,67,0.333
84,68,0.25
84,70,0.333
84,71,0.5
84,73,0.333
84,74,0.25
84,77,0.2
84,79,1.0
84,80,0.333
84,81,0.5
84,83,1.0
84,85,0.25
85,1,1.0
85,6,0.2
85,16,0.25
85,22,0.333
85,27,0.5
85,32,0.167
85,34,0.333
85,39,0.25
85,42,0.5
85,45,0.5
85,46,0.5
85,47,0.167
85,48,1.333
85,50,4.25
85,51,1.333
85,52,0.143
85,54,3.5
85,56,0.333
85,58,0.5
85,59,0.2
85,60,0.333
85,64,0.25
85,65,1.0
85,67,1.0
85,68,0.5
85,70,0.2
85,71,0.167
85,73,1.0
85,74,0.25
85,77,0.333
85,79,0.2
85,80,0.2
85,81,0.25
85,83,0.333
85,84,0.25
