Population Over Time,Occupied Land Capacity,All Land Capacity,Food Storage Over Time,Average Household Fertility,Average Age Over Time,Average Life Span Over Time,Accumulated Population,Gini Coefficients,Eigenvalue
279,135.85894337910585,135.85894337910585,20839.523058748207,1.5244207183301224,29.340501792114697,52.0,307,0.2568957616898615,
271,138.35766737827544,138.35766737827544,20703.823206534445,1.5995111878008195,29.70479704797048,51.875,307,0.28411946920079,
268,142.1264802642212,142.1264802642212,21050.490661683827,1.685564704786091,30.470149253731343,51.666666666666664,307,0.2934945983488844,
260,145.92903928816182,145.92903928816182,21206.18183816226,1.7590134174006182,30.81153846153846,52.875,307,0.3142216511097131,
254,150.55880740725087,150.55880740725087,21760.38933327798,1.8010551318407906,31.34251968503937,51.666666666666664,307,0.3053418828817134,
249,155.5786546779757,155.5786546779757,18555.89212284813,1.7774126130332106,31.955823293172692,51.6,307,0.22538845011329406,
238,160.88230096590786,160.88230096590786,18425.660272004596,1.8338445335482376,32.054621848739494,52.45454545454545,307,0.23018489670279485,
232,167.4735297114149,167.4735297114149,18752.015635943637,1.8518387961460232,32.57327586206897,51.666666666666664,307,0.2190572718967086,
224,174.16302774766467,174.16302774766467,18978.407429270905,1.8452838518980972,32.910714285714285,52.125,307,0.21034527700247088,
221,181.52018799607333,181.52018799607333,19033.720519903818,1.8119997092952027,33.665158371040725,52.0,307,0.21217945976220204,
220,188.55241406272947,188.55241406272947,18791.722125916913,1.711578029137112,34.58181818181818,53.0,307,0.23172016734586187,
214,194.09885391659543,194.09885391659543,19279.680004786376,1.6615336541963621,35.11214953271028,52.333333333333336,307,0.2358582379568704,
211,200.16790917975166,200.16790917975166,20373.813874422565,1.578691360685193,35.88151658767772,52.333333333333336,307,0.23813869222727907,
205,206.1835840363239,206.1835840363239,19687.440061197016,1.5370704101550499,36.42926829268293,52.333333333333336,307,0.2662140886485788,
199,212.0410947625218,212.0410947625218,20123.06370986792,1.50424600350914,36.98994974874372,52.0,307,0.24937989937254132,
193,218.60008868870187,218.60008868870187,20332.229849927637,1.4231017593058926,37.5440414507772,52.333333333333336,307,0.2760562271067873,
188,220.73006747694836,225.09201760292072,19858.001912908283,1.3263379904622323,38.18617021276596,52.0,307,0.2811599109170119,
184,231.07487846811364,231.97040085617942,21482.43884152524,1.2281919747607317,38.90760869565217,52.0,307,0.2651376687813583,
179,235.1463950637731,236.61505178019692,21423.74135538495,1.188137306645848,39.58100558659218,51.6,307,0.27196501332888207,
177,240.91387775398172,242.93847476891284,20878.249502351686,1.1250680194871587,40.429378531073446,54.0,307,0.25285989874676507,
175,238.95438169574481,248.88466350997663,21359.628404794505,1.044933933047946,41.28,54.5,307,0.24278833494142574,
203,253.2707392516142,254.8089332071611,22563.559446096875,0.7961446121620221,35.39408866995074,53.5,339,0.251459034027101,
194,241.62815756319276,250.79906861256828,21721.28207760718,0.7362923254292963,35.70618556701031,51.22222222222222,339,0.24309775128594507,
184,246.85625184968396,250.38106093051775,21340.04763911698,0.6560622972300656,35.88586956521739,51.8,339,0.22918964374015166,
172,243.09935516745347,247.71841997586225,20730.049850378942,0.6311617020453939,35.843023255813954,51.833333333333336,339,0.273178806497991,
177,249.16453269745645,251.18912971238186,18855.08597821093,0.5671571023300742,32.24293785310734,52.5,356,0.26005252730357786,
170,251.22551950437506,253.7893786088527,16219.228604081818,0.5110251703585936,32.4,53.714285714285715,356,0.285420326044938,
182,256.74205199888684,256.74205199888684,15968.607494034019,0.38816966158178984,30.291208791208792,33.0,373,0.3244276754970995,
175,255.77307436063361,255.77307436063361,15225.159325833942,0.3061381620967388,30.417142857142856,53.142857142857146,373,0.3763246302110668,
170,256.7384103339501,256.7384103339501,15038.61308529704,0.26189837505311625,31.405882352941177,31.8,373,0.36502151895437385,
162,259.2216672402105,259.2216672402105,14971.396215648565,0.23368779941146964,31.419753086419753,52.375,373,0.41640429956947517,
154,233.99827438735176,263.8499610505213,11617.955816701146,0.17783846343328266,31.42207792207792,51.625,373,0.522078863849569,
154,240.10981798321438,268.4988457510426,13114.750018587292,0.1223021756768632,29.383116883116884,52.0,382,0.46301874056941184,
149,225.53909585841254,272.27681921077624,15232.782035636405,0.08269795572712135,27.906040268456376,52.1,387,0.3514793721571589,
145,229.370791936789,273.7966946988656,15165.891369418105,0.04855578375211209,26.868965517241378,51.375,391,0.37523729836155306,
139,219.08916271918625,276.2746904560291,13109.501476655962,0.36908378956834514,23.12230215827338,51.6875,401,0.3944187849833921,
138,201.07224628399334,277.918155749489,12437.602201795391,0.3417472753623187,19.72463768115942,52.583333333333336,412,0.3495458288007697,
134,180.31373731361455,279.59830409840714,11570.391754998582,0.35194868656716405,15.902985074626866,52.07142857142857,422,0.35070662462434504,
133,178.9230725951263,279.1944465775125,12659.106795887377,0.35459491729323295,14.601503759398497,53.833333333333336,427,0.33967638332051603,
136,175.26506611965848,281.00791273043586,12684.884862060742,0.5093228005514705,12.919117647058824,53.0,436,0.3634619727192109,
137,168.5916593152417,280.3178009407834,12013.923543674495,0.7961045085743826,11.846715328467154,54.0,442,0.3916553157528583,
139,169.0806782286656,280.1771891128962,11402.450585655084,0.9436913258056348,10.697841726618705,54.6,449,0.44943472126887946,
142,163.25245850079992,279.2760443611578,9475.100901679376,0.9237541869717796,11.06338028169014,55.0,453,0.4754062541434127,
145,167.68203615403266,279.4528171329605,9228.402648675978,0.9046420313753213,11.813793103448276,55.0,456,0.44716094806131795,
149,176.9387871074434,280.48567180893923,10299.473386514333,1.0055400946935744,12.46979865771812,55.0,460,0.4064871284984991,
154,158.52726641027405,280.7284590229364,10568.353697319217,0.9824240099206344,13.032467532467532,55.0,465,0.4328846326885055,
158,184.72378990607152,278.1916175105486,10747.549733831782,1.1596247870603194,13.677215189873417,55.0,469,0.4563348865463079,
172,196.18289331785593,278.42618424443725,11082.040607752655,1.1080793235239215,13.482558139534884,55.0,483,0.39451331105975646,
186,198.55131637407143,271.8804261795337,14259.873930601301,1.0563593540737033,13.39247311827957,55.0,497,0.37899112385219597,
198,196.99818952633515,262.2904571323476,15804.085107838693,1.0701927700024934,13.52020202020202,55.0,509,0.4181716812438468,
216,232.14899087345762,251.24165370148924,16404.855050884165,0.9811191230471559,13.310185185185185,55.0,527,0.42862457816653343,
237,224.00982259149578,235.30827102070177,18534.51508858562,1.0064420191944448,13.042194092827005,55.0,548,0.3830598226308889,
246,204.13788012889793,213.24283395113133,19599.89911981114,1.0249398721364842,13.520325203252032,2.0,558,0.38103096776237205,
255,189.92229987701947,196.53045638692018,16993.22940303363,1.0187412927991175,13.996078431372549,3.0,568,0.383907545435265,
265,178.52656707942168,182.10137417443354,16520.880904866983,1.0252565581439905,14.430188679245283,3.0,578,0.4061391816335743,
273,168.39284168734667,168.39284168734667,15742.997817257536,1.0148838591283136,14.963369963369964,4.0,587,0.43700714161122406,
273,155.950855360081,155.950855360081,14490.395573862284,1.0725131975125817,15.963369963369964,4.0,587,0.3818798477743315,
273,147.78197580871722,147.78197580871722,13520.653443066858,1.1013266873693845,16.963369963369964,4.0,587,0.4025716941608487,
273,142.33396612320053,142.33396612320053,14265.509980247492,1.134545144680324,17.963369963369964,4.0,587,0.42453070302929585,
273,133.04115601606384,139.05401299652655,13083.525239208755,1.1673510102469706,18.963369963369964,4.0,587,0.3663528907494728,
273,135.32271891308278,136.90210648549208,13835.253556400807,1.1693830268371659,19.963369963369964,4.0,587,0.3913873682078559,
273,126.86837182869552,133.47879951166135,14303.142023032808,1.2506321355497176,20.963369963369964,4.0,587,0.3884008669286733,
273,128.39252735140093,132.04830052563383,16294.770877669485,1.3145405540743444,21.963369963369964,4.0,587,0.3406625600502051,
273,125.98191532471417,130.7280153037201,17675.025894595365,1.3995802536058735,22.963369963369964,4.0,587,0.33291275315325713,
313,129.97398454345745,132.0853372610359,17696.636542389362,1.2503943496934928,20.900958466453673,4.0,627,0.3143974576416456,
313,120.80627587634193,123.45428801239302,17250.457750804442,1.2895818633139249,21.900958466453673,4.0,627,0.2975168994110935,
328,118.68179589189721,118.68179589189721,17922.792487477367,1.2541117318004202,21.853658536585368,4.0,642,0.3113889173642385,
328,112.27779537017044,112.27779537017044,17876.489800353214,1.330273313622439,22.853658536585368,4.0,642,0.3333358956542095,
328,108.24168417360416,108.24168417360416,17874.466360904655,1.3980661748683028,23.853658536585368,4.0,642,0.36193755078876216,
328,105.6690370784553,105.6690370784553,17984.7338994382,1.433704357764214,24.853658536585368,4.0,642,0.3829547157069512,
328,104.02293586290811,104.02293586290811,15079.271107501165,1.4541506482812494,25.853658536585368,4.0,642,0.3235550610231085,
325,102.9737570994468,102.9737570994468,15195.872510489113,1.4304846871261603,26.64,50.0,642,0.3586292620366856,
