,age_rescaled,age,p0,m0,pstar,mstar,mortparms,fertparm,rho,phi,fertscale,mortscale,Y,Y.CV,Yac,Am,J,h,N.guess,span
44,22.18487394957983,44,0.988455743,0.016244032,0.989175961,0.016566091,2.196478338,,0.886894075,1,,,,,,,,,,
45,22.6890756302521,45,0.98691438,0.016244032,0.987736801,0.016566091,2.269354772,,0.886894075,1,,,,,,,,,,
46,23.19327731092437,46,0.98691438,0.016244032,0.987736801,0.016566091,2.269354772,,0.886894075,1,,,,,,,,,,
47,23.69747899159664,47,0.98691438,0.016244032,0.987736801,0.016566091,2.269354772,,0.886894075,1,,,,,,,,,,
48,24.201680672268907,48,0.98691438,0.016244032,0.987736801,0.016566091,2.269354772,,0.886894075,1,,,,,,,,,,
49,24.705882352941174,49,0.98691438,0.0,0.987736801,0.0,2.269354772,,0.886894075,1,,,,,,,,,,
50,25.210084033613445,50,0.982613094,0.0,0.983725265,0.0,2.441642715,,0.872531418,1,,,,,,,,,,
51,25.714285714285715,51,0.982613094,0.0,0.983725265,0.0,2.441642715,,0.872531418,1,,,,,,,,,,
52,26.218487394957982,52,0.982613094,0.0,0.983725265,0.0,2.441642715,,0.872531418,1,,,,,,,,,,
53,26.72268907563025,53,0.982613094,0.0,0.983725265,0.0,2.441642715,,0.872531418,1,,,,,,,,,,
54,27.22689075630252,54,0.982613094,0.0,0.983725265,0.0,2.441642715,,0.872531418,1,,,,,,,,,,
55,27.73109243697479,55,0.977005625,0.0,0.977709577,0.0,2.190474517,,0.872531418,1,,,,,,,,,,
56,28.235294117647058,56,0.977005625,0.0,0.977709577,0.0,2.190474517,,0.872531418,1,,,,,,,,,,
57,28.739495798319325,57,0.977005625,0.0,0.977709577,0.0,2.190474517,,0.872531418,1,,,,,,,,,,
58,29.243697478991596,58,0.977005625,0.0,0.977709577,0.0,2.190474517,,0.872531418,1,,,,,,,,,,
59,29.747899159663866,59,0.977005625,0.0,0.977709577,0.0,2.190474517,,0.872531418,1,,,,,,,,,,
60,30.252100840336134,60,0.965743184,0.0,0.966818039,0.0,2.431958067,,0.746858169,1,,,,,,,,,,
61,30.7563025210084,61,0.965743184,0.0,0.966818039,0.0,2.431958067,,0.746858169,1,,,,,,,,,,
62,31.26050420168067,62,0.965743184,0.0,0.966818039,0.0,2.431958067,,0.746858169,1,,,,,,,,,,
63,31.764705882352942,63,0.965743184,0.0,0.966818039,0.0,2.431958067,,0.746858169,1,,,,,,,,,,
64,32.26890756302521,64,0.965743184,0.0,0.966818039,0.0,2.431958067,,0.746858169,1,,,,,,,,,,
65,32.773109243697476,65,0.951344594,0.0,0.952908431,0.0,2.663680473,,0.746858169,1,,,,,,,,,,
66,33.27731092436974,66,0.951344594,0.0,0.952908431,0.0,2.663680473,,0.746858169,0,,,,,,,,,,
67,33.78151260504202,67,0.951344594,0.0,0.952908431,0.0,2.663680473,,0.746858169,0,,,,,,,,,,
68,34.285714285714285,68,0.951344594,0.0,0.952908431,0.0,2.663680473,,0.746858169,0,,,,,,,,,,
69,34.78991596638655,69,0.951344594,0.0,0.952908431,0.0,2.663680473,,0.746858169,0,,,,,,,,,,
70,35.294117647058826,70,0.926056361,0.0,0.928511424,0.0,2.969003645,,0.653500898,0,,,,,,,,,,
71,35.79831932773109,71,0.926056361,0.0,0.928511424,0.0,2.969003645,,0.653500898,0,,,,,,,,,,
72,36.30252100840336,72,0.926056361,0.0,0.928511424,0.0,2.969003645,,0.653500898,0,,,,,,,,,,
73,36.80672268907563,73,0.926056361,0.0,0.928511424,0.0,2.969003645,,0.653500898,0,,,,,,,,,,
74,37.310924369747895,74,0.926056361,0.0,0.928511424,0.0,2.969003645,,0.653500898,0,,,,,,,,,,
75,37.81512605042017,75,0.888811233,0.0,0.8926415,0.0,3.305952788,,0.653500898,0,,,,,,,,,,
76,38.319327731092436,76,0.888811233,0.0,0.8926415,0.0,3.305952788,,0.653500898,0,,,,,,,,,,
77,38.8235294117647,77,0.888811233,0.0,0.8926415,0.0,3.305952788,,0.653500898,0,,,,,,,,,,
78,39.32773109243698,78,0.888811233,0.0,0.8926415,0.0,3.305952788,,0.653500898,0,,,,,,,,,,
79,39.831932773109244,79,0.888811233,0.0,0.8926415,0.0,3.305952788,,0.653500898,0,,,,,,,,,,
80,40.33613445378151,80,0.833620382,0.0,0.839607904,0.0,3.692761671,,0.653500898,0,,,,,,,,,,
81,40.84033613445378,81,0.833620382,0.0,0.839607904,0.0,3.692761671,,0.653500898,0,,,,,,,,,,
82,41.344537815126046,82,0.833620382,0.0,0.839607904,0.0,3.692761671,,0.653500898,0,,,,,,,,,,
83,41.84873949579832,83,0.833620382,0.0,0.839607904,0.0,3.692761671,,0.653500898,0,,,,,,,,,,
84,42.35294117647059,84,0.833620382,0.0,0.839607904,0.0,3.692761671,,0.653500898,0,,,,,,,,,,
85,42.857142857142854,85,0.750836933,0.0,0.760313911,0.0,4.163862497,,0.653500898,0,,,,,,,,,,
86,43.36134453781513,86,0.750836933,0.0,0.760313911,0.0,4.163862497,,0.653500898,0,,,,,,,,,,
87,43.865546218487395,87,0.750836933,0.0,0.760313911,0.0,4.163862497,,0.653500898,0,,,,,,,,,,
88,44.36974789915966,88,0.750836933,0.0,0.760313911,0.0,4.163862497,,0.653500898,0,,,,,,,,,,
89,44.87394957983193,89,0.750836933,0.0,0.760313911,0.0,4.163862497,,0.653500898,0,,,,,,,,,,
90,45.3781512605042,90,0.636820021,0.0,0.651645485,0.0,4.73668746,,0.653500898,0,,,,,,,,,,
91,45.88235294117647,91,0.636820021,0.0,0.651645485,0.0,4.73668746,,0.653500898,0,,,,,,,,,,
92,46.38655462184874,92,0.636820021,0.0,0.651645485,0.0,4.73668746,,0.653500898,0,,,,,,,,,,
93,46.890756302521005,93,0.636820021,0.0,0.651645485,0.0,4.73668746,,0.653500898,0,,,,,,,,,,
94,47.39495798319328,94,0.636820021,0.0,0.651645485,0.0,4.73668746,,0.653500898,0,,,,,,,,,,
95,47.89915966386555,95,0.491334218,0.0,0.502772705,0.0,4.73668746,,0.653500898,0,,,,,,,,,,
96,48.403361344537814,96,0.491334218,0.0,0.502772705,0.0,4.73668746,,0.653500898,0,,,,,,,,,,
97,48.90756302521008,97,0.491334218,0.0,0.502772705,0.0,4.73668746,,0.653500898,0,,,,,,,,,,
98,49.41176470588235,98,0.491334218,0.0,0.502772705,0.0,4.73668746,,0.653500898,0,,,,,,,,,,
99,49.91596638655462,99,0.491334218,0.0,0.502772705,0.0,4.73668746,,0.653500898,0,,,,,,,,,,
100,50.42016806722689,100,0.326586913,0.0,0.334190007,0.0,4.73668746,,0.653500898,0,,,,,,,,,,
101,50.924369747899156,101,0.326586913,0.0,0.334190007,0.0,4.73668746,,0.653500898,0,,,,,,,,,,
102,51.42857142857143,102,0.326586913,0.0,0.334190007,0.0,4.73668746,,0.653500898,0,,,,,,,,,,
103,51.9327731092437,103,0.326586913,0.0,0.334190007,0.0,4.73668746,,0.653500898,0,,,,,,,,,,
104,52.436974789915965,104,0.326586913,0.0,0.334190007,0.0,4.73668746,,0.653500898,0,,,,,,,,,,
105,52.94117647058823,105,0.171670443,0.0,0.17566701,0.0,4.73668746,,0.653500898,0,,,,,,,,,,
106,53.4453781512605,106,0.171670443,0.0,0.17566701,0.0,4.73668746,,0.653500898,0,,,,,,,,,,
107,53.94957983193277,107,0.171670443,0.0,0.17566701,0.0,4.73668746,,0.653500898,0,,,,,,,,,,
108,54.45378151260504,108,0.171670443,0.0,0.17566701,0.0,4.73668746,,0.653500898,0,,,,,,,,,,
109,54.95798319327731,109,0.171670443,0.0,0.17566701,0.0,4.73668746,,0.653500898,0,,,,,,,,,,
110,55.46218487394958,110,0.061780085,0.0,0.063218354,0.0,4.73668746,,0.653500898,0,,,,,,,,,,
111,55.96638655462185,111,0.061780085,0.0,0.063218354,0.0,4.73668746,,0.653500898,0,,,,,,,,,,
112,56.470588235294116,112,0.061780085,0.0,0.063218354,0.0,4.73668746,,0.653500898,0,,,,,,,,,,
113,56.97478991596638,113,0.061780085,0.0,0.063218354,0.0,4.73668746,,0.653500898,0,,,,,,,,,,
114,57.47899159663865,114,0.061780085,0.0,0.063218354,0.0,4.73668746,,0.653500898,0,,,,,,,,,,
115,57.983193277310924,115,0.012651459,0.0,0.012945991,0.0,4.73668746,,0.653500898,0,,,,,,,,,,
116,58.48739495798319,116,0.012651459,0.0,0.012945991,0.0,4.73668746,,0.653500898,0,,,,,,,,,,
117,58.99159663865546,117,0.012651459,0.0,0.012945991,0.0,4.73668746,,0.653500898,0,,,,,,,,,,
118,59.49579831932773,118,0.012651459,0.0,0.012945991,0.0,4.73668746,,0.653500898,0,,,,,,,,,,
119,60.0,119,0.0,0.0,0.0,0.0,4.73668746,,0.653500898,0,,,,,,,,,,
